url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/emrys-architects,Emrys Architects,https://www.emrysarchitects.com/,"[""https://twitter.com/@emrysarchitects"", ""https://instagram.com/emrysarchitects""]",mail@emrysarchitects.com,"CAP House, 9-12 Long Lane, London, EC1A 9HA",Glyn Emrys,"Emrys has developed a portfolio of high-profile cultural, residential and commercial buildings peppered with tiny, quirky projects – all approached with the same intellectual curiosity, attention to detail, and flair. We are a practice with a purpose. Emrys has a real sense of excitement, an understanding that the ethos that underpins our work is perfectly in tune with the times. We value on-going relationships over one-off quick-fix deals; lasting performance over short-term gain. Our purpose is to deliver buildings that respect the environment, enrich their context, and withstand the test of time. But perhaps most of all, our purpose is to get to know our clients, to understand how they want to live and work, and to help them to realise their dreams. Emrys is driven by a belief that time spent listening to clients, exploring ideas, on teaching, or learning, is never wasted time. That investment in thought, dialogue, design and pushing the boundaries of standard process pays for itself several times over in terms of reduced build and running costs, efficient delivery, added value and quality of results. That the most elegant, coherent, solution represents the distillation of a thousand conversations and ideas. Address CAP House, 9-12 Long Lane, London, EC1A 9HA Contact Glyn Emrys Twitter @emrysarchitects Instagram emrysarchitects",,20 - 125,[]
https://architectdirectory.co.uk/practice/fathom-architects,Fathom Architects,https://www.fathomarchitects.com/,"[""https://instagram.com/fathom_arch""]",hello@fathomarchitects.com,,Justin Nicholls,"Depth is what we do at Fathom — depth of complexity, depth of collaboration, depth of care. We specialise in unlocking complex briefs and sensitive sites. A unique collective of specialists centred around a core team of creative architects, we believe in bringing the best people together to work closely with our clients on their particular needs. From complexity and collaboration, we create places that are successful contextually, commercially and for their communities. Not unfathomable, but places that connect deeply with people. Address Fathom Architects Fathom Architects, Trowbray House, 108 Weston Street, SE1 3QB Contact Justin Nicholls Instagram fathom_arch",9,5 - 19,[]
https://architectdirectory.co.uk/practice/finn-erschen-architect,Finn Erschen Architect,https://www.finn-erschen.co.uk/,"[""https://instagram.com/finnerschenarchitekt""]",office@finn-erschen.at,"39a Belsize Lane, London, NW3 5AA",Finn Erschen,"Finn Erschen Architekt is a RIBA Chartered Practice that focuses on residential projects and provides a full range of architectural services. The practice has well established working relationships with a variety of consultants. The practice is also active in Austria and has its office in Vienna’s 2nd district. The emphasis lies on residential refurbishment and again a full range of architectural services are provided. Address 39a Belsize Lane, London, NW3 5AA Contact Finn Erschen Instagram finnerschenarchitekt",9,0 - 4,[]
https://architectdirectory.co.uk/practice/godsmark-architecture,Godsmark Architecture,https://www.godsmarkarchitecture.com/,"[""https://instagram.com/godsmarkarchitecture""]",,"Unit 9, Shoreditch Town Hall, 380 Old Street, London, EC1V 9LT",,"Architecture is not about bricks and mortar it is about people. How people live, how they work, how they relax and how they enjoy life. Our work is based on a foundation of research. This can be as simple as watching how clients use their house or as complicated as arriving at innovative technical solutions to problems that allow us to make buildings work for you. We apply this research in a collaborative way working with clients and end users to arrive at building solutions which the users are a part of. We recognise that buildings are never “complete” but will continue to change throughout their lives. We aim to building in flexibility which allows this to happen. We aim to design buildings which are simple to read, elegantly conceived and above all detailed with technical prowess and sophistication. The work of the practice is underpinned by a strong conviction in the value of creative design, not by a desire to specialise in any single sector. Our strength lies in our ability to apply a systematic design process regardless of programme or location. We apply an inclusive and collaborative approach fostering creative dialogue with clients, consultant teams, contractors and end users. We develop our designs to maximise space and light; we aspire to deliver something uplifting and unique. We seek out appropriate technologies for construction, the electrical, mechanical, ventilation and heating strategies to provide an energy efficient and long-lasting solution to every brief. As well as new build we have a strong track record of working on old and listed buildings. Address Unit 9, Shoreditch Town Hall, 380 Old Street, London, EC1V 9LT Contact Timothy Godsmark Instagram godsmarkarchitecture",19,0 - 4,[]
https://architectdirectory.co.uk/practice/graham-binnington-architects,Graham Binnington Architects,https://www.grahambinningtonarchitects.co.uk/,[],info@grahambinningtonarchitects.co.uk,"23a North Bar Within, Beverley, HU17 8DB",Graham Binnington,"Graham Binnington Architects is an RIBA Chartered Practice based in Beverley, East Yorkshire. We are a small, contemporary practice with over 35 years experience in the architecture and construction industry, championing design through client collaboration. Address 23a North Bar Within, Beverley, HU17 8DB Contact Graham Binnington",14,5 - 19,[]
https://architectdirectory.co.uk/practice/graham-ford-architects,Graham Ford Architects,https://www.grahamfordarchitects.com/,"[""https://instagram.com/www.instagram.com/grahamfordarchitects/""]",info@grahamfordarchitects.com,"Britannia House, 11 Glenthorne Road, Hammersmith, London, W6 0LH",Graham Ford,"GFA is a West London (Hammersmith) based architectural practice. We work with commercial clients, business owners, developers and private clients. We are experts in renovation and gaining planning permission in Royal and Regional parks and in Conservation Areas for inspirational houses and apartments. Over the last 10 years we have built a new house in a gap site at the back of a shop on the Upper Richmond Road. Through permitted development we have converted a restaurant and offices into apartments in Kew Gardens and Twickenham. We are also specialists in the design of sports halls, gymnasiums and sports pavilions. Address Britannia House, 11 Glenthorne Road, Hammersmith, London, W6 0LH Contact Graham Ford Instagram www.instagram.com/grahamfordarchitects/",16,0 - 4,[]
https://architectdirectory.co.uk/practice/harper-architects,Harper Architects,http://www.harperarchitects.co.uk/,[],info@harperarchitects.co.uk,"56 Haslucks Croft, Shirley, Solihull, B90 2EQ",Gary Harper,"Founded by Gary Harper in 2021, Harper Architects is an exciting creative studio, and RIBA Charted Practice based in Solihull, West Midlands. We offer architectural services for residential and commercial clients from inception to completion throughout the UK. Address 56 Haslucks Croft, Shirley, Solihull, B90 2EQ Contact Gary Harper",2,0 - 4,[]
https://architectdirectory.co.uk/practice/harris-partnership,Harris Partnership,https://www.harrispartnership.com/,"[""https://twitter.com/@THPArchitects"", ""https://instagram.com/thp.architects""]",,,,"The Harris Partnership is a national architectural practice with a strong reputation in the commercial field undertaking commissions throughout the UK on all building types via five strategically located regional offices. Our multiple award winning portfolio includes retail, residential, leisure, offices, industrial, distribution, private/affordable social housing, stadia, refurbishment, conservation of listed buildings and regeneration schemes. Addresses 10 Gees Court, St Christopher's Place, London, W1U 1JJ 101 London Road, Reading, RG1 5BY Second Floor, Carvers Warehouse, 77 Dale Street, Manchester, M1 2HG 2 St John's North, Wakefield, WF1 3QA The Old Rectory, 79 High Street, Newport Pagnell, MK16 8AB Contact Michael Schorah Twitter @THPArchitects Instagram thp.architects",36,125 +,[]
https://architectdirectory.co.uk/practice/hazle-mccormack-young,Hazle Mccormack Young,http://www.hmy.uk.com/,[],mail@hmy.uk.com,,David Hall,"A focus upon low energy design principles and the relationship between internal and external living spaces informs our approach to housing. From one-off bespoke family dwellings to the planning of large residential communities, we apply our extensive knowledge and experience to create quality living spaces and to maximise the potential of any site, large or small. Our commitment to low energy design is reflected in the delivery over recent years of a number of dwellings to ‘Passivhaus’ standard. Addresses 9 Chapel Lane, Dover , CT16 1NP Leap House, Frog Lane, Tunbridge Wells, TN1 1YT Contact David Hall",39,5 - 19,[]
https://architectdirectory.co.uk/practice/innes-architects,Innes Architects,https://www.innesarchitects.co.uk/,[],mark@innesarchitects.co.uk,"Office 5-6 Hamilton House, The Platt, Wadebridge, PL27 7AD",Mark Innes,"Throughout each project, we listen carefully to our clients and explain our proposals clearly. This ensures each project is free to evolve into a unique design that represents all those involved in the process of its birth, development and future use. We promise the highest standards of architectural creativity. Address Office 5-6 Hamilton House, The Platt, Wadebridge, PL27 7AD Contact Mark Innes",,0 - 4,[]
https://architectdirectory.co.uk/practice/jamie-fobert-architects,Jamie Fobert Architects,https://jamiefobertarchitects.com/,"[""https://twitter.com/@JamieFobertArch"", ""https://instagram.com/@JamieFobert""]",studio@jamiefobertarchitects.com,"Rochelle, 22 Club Row, London, E2 7EY",Jamie Fobert,"Since its inception in 1996, Jamie Fobert Architects has established a reputation for innovative and inspiring architectural design. Our clients are diverse: from individual homeowners to major cultural organisations and international retailers. Yet we have demonstrated a consistent approach to resolving client ambitions and site complexities into a tactile architecture of volume, material and light. Address Rochelle, 22 Club Row, London, E2 7EY Contact Jamie Fobert Twitter @JamieFobertArch Instagram @JamieFobert",24,5 - 19,[]
https://architectdirectory.co.uk/practice/julian-cowie-architects,Julian Cowie Architects,http://jc-architects.co.uk/,[],mail@jc-architects.co.uk,,Julian Cowie,"Julian Cowie Architects is a London based architecture studio founded in 1996. The practice works on a range of residential, commercial and civic projects providing full architectural, interior design and masterplanning services for both public and private sectors. Our range of completed projects includes hotels, private houses, residential developments, offices, retail, transport and the extension and conversion of historic buildings. Our design is based on a consistent approach rather than a particular style with each scheme a unique response to site, context and our clients brief. We aim to achieve simple, elegant and practical solutions through intensive discussion with our clients and consultant team. Many of our projects involve the insertion of new uses within complicated urban sites and often have difficult planning histories. We pride ourselves on creating an imaginative and sensitive architectural response which is borne out in our success in achieving planning consent and the quality of our built work. We typically work on a small number of projects at any one time. This allows for great continuity and personal involvement. Unlike many practices, we have a policy of a single project architect following each scheme through from the first meeting to detail design, construction and completion. The practice director is involved in all stages of the design and attends all client and design team meetings in tandem with the project architect. We believe this structure has allowed us to develop strong, long term relationships with our clients and enhance the rigorous quality of our completed buildings. Addresses 70-74 Cowcross Street, London, EC1M 6EJ Green Farm, West End, Bitteswell, Lutterworth, LE17 4SE Contact Julian Cowie",24,0 - 4,[]
https://architectdirectory.co.uk/practice/jw-architects,Jw Architects,http://www.jw-architects.co.uk/,[],info@jw-architects.co.uk,"Ridgewood, The Avenue, Farnham Common, Bucks, SL2 3JS",James Whelan,"JW Architects are a Buckinghamshire based RIBA Chartered architectural design practice driven by great design, and established on the principal that we need to enjoy our buildings, feel connected with the environments our buildings sit in and ensure the built environment serves to uplift us. The practice is led by James Whelan and we offer a unique all in one design service for different types of projects from residential extensions and refurbishments to contemporary new build houses to commercial projects. Address Ridgewood, The Avenue, Farnham Common, Bucks, SL2 3JS Contact James Whelan",15,0 - 4,[]
https://architectdirectory.co.uk/practice/kin,Kin,https://www.kin.co.uk/,[],hello@kin.co.uk,"Impact Brixton, 17a Electric Lane, Brixton, SW9 8LA",Alexander Whitcroft,"We are developers, designers, and community enablers. We create sustainable homes and vibrant communities. Address Impact Brixton, 17a Electric Lane, Brixton, SW9 8LA Contact Alexander Whitcroft",8,0 - 4,[]
https://architectdirectory.co.uk/practice/le-page-architects,Le Page Architects,http://www.lepagearchitects.com/,[],enquiries@lepagearchitects.com,"Studio 2, Plumer House, Tailyour Road, Crownhill, Plymouth, PL6 5DH",Damon Pearce,"We provide a high quality contemporary and traditional design service to both the public and private sectors, in projects varying in scale from large development and regeneration projects to individual, bespoke furniture items. Collectively, we bring a thorough and in-depth knowledge across a broad range of specialisms, demonstrated by the partnerships we have formed with various bodies, public and private authorities and private clients. Address Studio 2, Plumer House, Tailyour Road, Crownhill, Plymouth, PL6 5DH Contact Damon Pearce",13,0 - 4,[]
