url,name,website,socials,email,address,contact,phone,country,description,years_active,staff,awards
https://architectureau.com/directory/bijl-architecture/,Bijl Architecture,https://www.bijlarchitecture.com.au/,[],studio@bijlarchitecture.com.au,,,,Australia,Bijl Architecture is an ambitious Sydney-based architecture and interior design practice that seeks to challenge the status quo.,,,[]
https://architectureau.com/directory/kirsten-johnstone-architecture/,Kirsten Johnstone Architecture,https://www.kjarchitecture.com.au/,[],mail@kjarchitecture.com.au,,,,Australia,"Architecture + Interior Design practice dedicated to crafting thoughtful, enriched spaces.",,,[]
https://architectureau.com/directory/ballast-point-architects-builders/,Ballast Point Architects + Builders,https://ballastpoint.com.au/,[],info@ballastpoint.com.au,,,,Australia,"We are an architecture and construction company working with discerning clients on high-quality projects, big and small, in the Balmain area in Sydney.",,,[]
https://architectureau.com/directory/richard-kerr-architecture/,Richard Kerr Architecture,https://rkarch.com.au/,[],info@rkarch.com.au,,,,Australia,"Boutique Residential Practice Innovative, Cost Effective & Sustainable Design + Multi-Award Winning + Internationally Published Practice",,,[]
https://architectureau.com/directory/allford-hall-monaghan-morris/,Allford Hall Monaghan Morris,https://www.ahmm.co.uk,[],aodonnell@ahmm.co.uk,,,,Australia,"Multi-award-winning architectural practice with offices in Sydney, UK & US delivering design excellence across a range of uses and scales.",,,[]
https://architectureau.com/directory/christopher-polly-architect/,Christopher Polly Architect,https://christopherpolly.com,[],mail@christopherpolly.com,,,,Australia,An award-winning architecture and interiors practice engaging with clients who share in the reward of accomplishing bold visions to enrich their daily lives.,,,[]
https://architectureau.com/directory/bird-de-la-coeur-architects/,Bird de la Coeur Architects,http://birddelacoeur.com.au/,[],mail@bdlc.com.au,,,,Australia,"A boutique architecture firm specialising in multi-residential housing, including high-end apartments and social housing, one-off houses and high-end aged care.",,,[]
https://architectureau.com/directory/dko/,DKO,https://dko.com.au,[],info@dko.com.au,,,,Australia,DKO is a dynamic architecture and design practice whose core strength lies in innovative design and effective delivery.,,,[]
https://architectureau.com/directory/nikki-mote-architects/,Nikki Mote Architects,http://www.nikkimotearchitect.com/,[],nikki@nikkimotearchitect.com,,,,Australia,Nikki Mote Architects is a residential design practice based on the Northern Beaches in Sydney.,,,[]
https://architectureau.com/directory/dela-architects/,DELA Architects,https://www.delaarchitects.com.au/,[],info@delaarchitects.com.au,,,,Australia,An Architecture studio specialising in luxury high-end projects that redefine elegance and sophistication.,,,[]
https://architectureau.com/directory/bvn-architecture/,BVN Architecture,https://www.bvn.com.au/,[],brisbane@bvn.com.au,,,,Australia,"BVN is a global creative collective of architects, designers, strategists and researchers with a shared vision for a better planet.",,,[]
https://architectureau.com/directory/hindley-co/,Hindley & Co,https://www.hindleyandco.com.au,[],hello@hindleyandco.com.au,,,,Australia,"Hindley & Co are Architects and Interior Designers who specialize in thoughtful, luxurious homes in Melbourne and the surrounding countryside and beaches.",,,[]
https://thebusinesslist.co.za/architects-business/lead-architects,Lead Architects,https://leadarchitects.co.za,[],info@leadarchitects.co.za,"is a small Durban firm started in 1998 by Amanda Lead who has well over 20 years’ experience. Our team are involved in a broad range of projects – educational, religious and community projects; herita",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/baumhaus-architects,Baumhaus Architects,https://www.baumhaus-architects.co.za/,[],elma@baumhaus-architects.co.za,"135 Jaguar Crescent, Silver Lakes Road, Pretoria East, 0081",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/louw-louw-architects,Louw & Louw Architects,https://architectspaarl.co.za,[],norval@louwarchitects.co.za,"La Concorde, 57 Main Road, Paarl, 7646",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/slee-co-architects,Slee & Co. Architects,https://www.slee.co.za/,[],info@slee.co.za,founded in 1986 by principal partner & director Johann Slee. Initially based in Johannesburg the office relocated to Stellenbosch eighteen years ago in a studio in the historical Dorp Street. This stu,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/milarchi,MILarchi,https://www.milarchi.co.za,[],info@milarchi.co.za,"4 Gale Road, Parktown, Johannesburg, 2193",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/dbm-architects,dbm Architects,https://www.dbmarchitects.co.za/,[],info@dbmjhb.co.za,Johannesburg was established in 2003 by Wynand du Plessis. The company has since grown into a team of highly skilled and passionate individuals with extensive experience and knowledge over a multitude,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/ferguson-architects,Ferguson Architects,https://fergusonarchitects.co.za/,[],admin@fergusonarchitects.co.za,"78 Hunters Way, Umgeni Park Durban, 4051",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/finlayson-van-der-merwe-architects,Finlayson van der Merwe Architects,https://fvdm.co.za/,[],admin@fvdm.co.za,"Hemel-en-Aarde Village, Main Road, Onrus River, Hermanus, 7201",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/gallagher-lourens-architects,gallagher lourens architects,https://www.gallagherlourens.co.za/,[],studio@glarch.co.za,"103 Hout Street, Cape Town, 8001",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/blunt-architects,Blunt Architects,https://bluntarchitects.co.za/,[],pieter@bluntarchitects.co.za,,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/jenny-mills-architects,Jenny Mills Architects,https://jma.za.net,[],marketing@jma.za.net,"403 De Oude Schuur, 120 Bree St, Cape Town, 8001",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/jacques-orton-architects,Jacques Orton Architects,https://ortonarch.co.za/,[],ernest@ortonarch.co.za,"17 Van der Merwe Road, Rietondale, Pretoria, 0084",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/archease-architecture,Arch@Ease Architecture,https://archease.co.za/,[],marlene@archease.co.za,,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/dynazign-international-architects-designers,Dynazign International Architects & Designers,https://dynazign.co.za,[],info@dynazign.co.za,"2 Nicholson Avenue, Uvongo, 4270",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/vhb-associates,VHB ASSOCIATES,https://www.vhbassociates.co.za/,[],vhb@vhbassociates.co.za,,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/black-currant-architects,Black Currant Architects,https://www.bcarch.co.za,[],paige@bcarch.co.za,,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/bc-architects,BC Architects,https://bcarchitects.co.za/,[],byron@bcarchitects.co.za,"Lynnwood, Pretoria, 0081",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/vanguard-architects,Vanguard Architects,http://www.vanguardarchitects.com,[],info@vanguardarch.com,"was established in February 2010 in Johannesburg, South Africa. Since then, the company has grown from strength to strength with work commissions in almost all provinces of South Africa and has furthe",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/dessiner-design-studio,Dessiner Design Studio,https://www.dessiner.co.za/,[],studio@dessiner.co.za,"Waterkloof Glen, Pretoria, 0010",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/axiom-arc,AXIOM ARC,https://axiomarc.co.za/,[],info@axiomarc.co.za,"AXIOM ARC is a contemporary, award-winning architectural firm, founded in 1994 by Peter Ries. Formerly known as Ries Shaw Architects, AXIOM ARC seamlessly fuses bold, contemporary design with technica",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/kaarchitecture,KA.Architecture,https://www.ka-ad.com/,[],kate@ka-ad.com,,,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/mvh-architecture,MVH-Architecture,https://www.mvharch.co.za,[],mary@mvharch.co.za,"159 Villiers Rd, Walmer, Gqeberha, 6065",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/mc-lellan-architects,Mc Lellan Architects,https://www.mc-architects.co.za/,[],admin@mc-architects.co.za,"We are located in Pretoria East but can easily service the greater Tshwane and even Gauteng areas, if in person contact is required. We have been at the forefront of remote digital communication for 2",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/ellis-architecture,Ellis Architecture,https://www.ellisarch.co.za,[],bob@ellisarch.co.za,"33 Grosvenor Road, St Francis Bay,  6313",,,South Africa,,,,[]
https://thebusinesslist.co.za/architects-business/ruben-reddy-architects,Ruben Reddy Architects,http://www.rubenreddyarchitects.co.za/,[],info@rubenreddyarch.co.za,"187 Montpelier Road, Durban, 4000",,,South Africa,,,,[]
https://www.yellowpages-uae.com/klick-engineering-consultants-122273,Klick Engineering Consultants,http://www.klickengineering.com/,[],klickeng@yahoo.com,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/aac-arc-engineering-consultant-169124,AAC ARC Engineering Consultant,http://www.aacarc.com/,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/abdul-rahim-architectural-consultants-112736,Abdul Rahim Architectural Consultants,http://www.aracome.com/,[],araco@aracome.com,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/abdulla-associate-engineering-and-architectural-consultations-137258,Abdulla Associate Engineering and Architectural Consultations,http://aaa-dubai.com/,[],info@aaa-dubai.com,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-alam-engineering-consultants-136879,Al Alam Engineering Consultants,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-emaar-engineering-consultants-153809,Al Emaar Engineering Consultants,,[],info@aeecarch.com,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-faan-al-malaki-engineerig-consultants-llc-173911,Al Faan Al Malaki Engineerig Consultants LLC,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-qaser-al-masei-architect-engineering-164556,Al Qaser Al Masei Architect & Engineering,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-shaikh-mubarak-architectural-and-engineering-consultants-112252,Al Shaikh Mubarak Architectural and Engineering Consultants,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-shandagha-architects-and-engineering-consultants-120512,Al Shandagha Architects And Engineering Consultants,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-shuaa-al-abyad-engineering-consultant-170446,Al Shuaa Al Abyad Engineering Consultant,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-tafra-consultants-151407,Al Tafra Consultants,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/al-zahi-decor-llc-111679,Al Zahi Decor LLC,,[],info@alzahi.ae,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/altaawon-architects-113776,Altaawon Architects,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/aqleh-engineering-consultant-176767,Aqleh Engineering Consultant,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/art-consultants-126572,Art Consultants,,[],artcon@artcon.ae,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/babel-engineering-consultants-114013,Babel Engineering Consultants,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/bak-holdings-177236,BAK Holdings,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/cat-decor-llc-157715,CAT Decor LLC,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.yellowpages-uae.com/circle-engineering-consultant-119834,Circle Engineering Consultant,,[],,,,04-2832133,United Arab Emirates,,,,[]
https://www.eyeofriyadh.com/directory/details/380_el-seif-engineering-contracting-co-esec,El Seif Engineering Contracting Co. (ESEC),http://www.el-seif.com.sa,[],info@el-seif.com.sa,,,,Saudi Arabia,,,,[]
https://www.eyeofriyadh.com/directory/details/2793_saudi-council-of-engineers,Saudi Council of Engineers,http://www.saudieng.sa,[],info@saudieng.sa,,,,Saudi Arabia,,,,[]
https://www.eyeofriyadh.com/directory/details/11761_engineer-holding-group,Engineer Holding Group,https://ehg.sa/,[],info@ehg.sa,,,,Saudi Arabia,,,,[]
https://www.eyeofriyadh.com/directory/details/1179_dar-al-riyadh,Dar Al Riyadh,http://www.daralriyadh.com,[],ea.info@daralriyadh.com,,,,Saudi Arabia,,,,[]
https://www.eyeofriyadh.com/directory/details/1826_abalkhail-consulting-engineers,Abalkhail Consulting Engineers,http://www.abalkhail.com.sa,[],aaa@abalkhail.com.sa,,,,Saudi Arabia,,,,[]
https://www.eyeofriyadh.com/directory/details/1824_ahmad-alrashed-alhumaid-consulting-engineers,Ahmad AlRashed AlHumaid  Consulting Engineers,https://arh.com.sa/,[],arhriyadh@alsarif.com.sa,,,,Saudi Arabia,,,,[]
https://www.eyeofriyadh.com/directory/details/5074_omrania,Omrania,https://omrania.com,[],,,,,Saudi Arabia,,,,[]
